split_id,test_set,train_set,n_test_primordia,n_train_primordia,test_rows,train_rows,total_rows,total_input_rows,excluded_exception_rows,exception_column,exception_positive_value,test_fraction,train_fraction,test_fraction_percent,train_fraction_percent,train_fraction_error_pp,test_daughter_pairs,train_daughter_pairs,total_daughter_pairs,test_non_daughter_pairs,train_non_daughter_pairs,test_daughter_pair_frequency,train_daughter_pair_frequency,test_daughter_pair_frequency_percent,train_daughter_pair_frequency_percent,daughter_pair_frequency_difference,daughter_pair_frequency_difference_pp,target_train_fraction,fraction_tolerance,max_daughter_pair_frequency_difference,satisfies_conditions
split_001,sample10;sample11;sample6;sample9,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,4,8,2268,5305,7573,7624,51,exception_label,1,0.2994850125445662,0.7005149874554337,29.948501254456623,70.05149874554337,0.051498745543376856,328,786,1114,1940,4519,0.14462081128747795,0.1481621112158341,14.462081128747794,14.816211121583411,0.0035412999283561675,0.35412999283561675,0.7,0.02,0.01,True
split_002,sample11;sample6;sample7;sample8,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,4,8,2276,5297,7573,7624,51,exception_label,1,0.30054139706853295,0.699458602931467,30.054139706853295,69.9458602931467,0.05413970685329561,342,772,1114,1934,4525,0.15026362038664323,0.14574287332452332,15.026362038664324,14.574287332452332,0.004520747062119912,0.4520747062119912,0.7,0.02,0.01,True
split_003,sample10;sample11;sample12;sample6;sample7,sample1;sample2;sample3;sample4;sample5;sample8;sample9,5,7,2263,5310,7573,7624,51,exception_label,1,0.29882477221708703,0.701175227782913,29.882477221708704,70.1175227782913,0.11752277829130131,335,779,1114,1928,4531,0.14803358373840036,0.14670433145009415,14.803358373840037,14.670433145009415,0.0013292522883062152,0.13292522883062152,0.7,0.02,0.01,True
split_004,sample2;sample6;sample8,sample1;sample10;sample11;sample12;sample3;sample4;sample5;sample7;sample9,3,9,2262,5311,7573,7624,51,exception_label,1,0.2986927241515912,0.7013072758484088,29.86927241515912,70.13072758484088,0.13072758484088398,347,767,1114,1915,4544,0.15340406719717065,0.14441724722274524,15.340406719717064,14.441724722274524,0.008986819974425408,0.8986819974425408,0.7,0.02,0.01,True
split_005,sample11;sample12;sample5;sample6;sample7,sample1;sample10;sample2;sample3;sample4;sample8;sample9,5,7,2284,5289,7573,7624,51,exception_label,1,0.30159778159249967,0.6984022184075003,30.159778159249967,69.84022184075003,0.15977815924996808,346,768,1114,1938,4521,0.15148861646234676,0.1452070334656835,15.148861646234677,14.52070334656835,0.00628158299666326,0.628158299666326,0.7,0.02,0.01,True
split_006,sample11;sample12;sample2;sample7;sample9,sample1;sample10;sample3;sample4;sample5;sample6;sample8,5,7,2286,5287,7573,7624,51,exception_label,1,0.3018618777234914,0.6981381222765086,30.186187772349136,69.81381222765086,0.18618777234913342,352,762,1114,1934,4525,0.15398075240594924,0.14412710421789293,15.398075240594924,14.412710421789294,0.009853648188056313,0.9853648188056313,0.7,0.02,0.01,True
split_007,sample10;sample3;sample5;sample6,sample1;sample11;sample12;sample2;sample4;sample7;sample8;sample9,4,8,2287,5286,7573,7624,51,exception_label,1,0.3019939257889872,0.6980060742110128,30.19939257889872,69.80060742110128,0.1993925788987161,352,762,1114,1935,4524,0.15391342369916922,0.1441543700340522,15.391342369916922,14.415437003405222,0.009759053665117007,0.9759053665117007,0.7,0.02,0.01,True
split_008,sample11;sample5;sample6;sample9,sample1;sample10;sample12;sample2;sample3;sample4;sample7;sample8,4,8,2289,5284,7573,7624,51,exception_label,1,0.30225802191997886,0.6977419780800211,30.225802191997886,69.77419780800211,0.22580219199788143,339,775,1114,1950,4509,0.14809960681520315,0.14666919000757003,14.809960681520314,14.666919000757003,0.001430416807633117,0.1430416807633117,0.7,0.02,0.01,True
split_009,sample10;sample11;sample12;sample6;sample8,sample1;sample2;sample3;sample4;sample5;sample7;sample9,5,7,2290,5283,7573,7624,51,exception_label,1,0.3023900699854747,0.6976099300145253,30.239006998547467,69.76099300145253,0.2390069985474641,343,771,1114,1947,4512,0.1497816593886463,0.1459398069278819,14.97816593886463,14.59398069278819,0.0038418524607644056,0.38418524607644056,0.7,0.02,0.01,True
split_010,sample1;sample3;sample6;sample9,sample10;sample11;sample12;sample2;sample4;sample5;sample7;sample8,4,8,2252,5321,7573,7624,51,exception_label,1,0.29737224349663277,0.7026277565033672,29.737224349663276,70.26277565033672,0.2627756503367218,338,776,1114,1914,4545,0.15008880994671403,0.14583724863747416,15.008880994671403,14.583724863747417,0.004251561309239871,0.4251561309239871,0.7,0.02,0.01,True
